"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Electronic Voting System Using Blockchain Technology","V. K. Gupta; P. Jain; S. Agarwal; Anupriya; V. Shukla; N. Goel","Amity School of Engineering and Technology, Amity University, Punjab, Mohali, Punjab, India; School of Computing Science Engineering and Artificial Intelligence, VIT Bhopal University, Kothrikalan, Bhopal, MP, India; Department of Information Technology, Ajay Kumar Garg Engineering college, Ghaziabad, UP, India; School of Computing, Graphic Era Hill University, Dehradun, Uttarakhand, India; Amity Law School, Amity University, Punjab, Mohali, Punjab, India; Department of Management, Lloyd Business School, Greater Noida, UP, India",2025 3rd International Conference on Disruptive Technologies (ICDT),"13 May 2025","2025","","","401","407","We discover that the voting mechanism has improved and changed with the aid of the blockchain. Due to its effectiveness in preserving voting integrity, blockchain technology in voting systems aids in election process control and fosters voter trust. The following issues plague the traditional voting system: confidence, security, and transparency. The existing system has frequently been described as being extremely susceptible to various threats, including fraud, hacking, and tampering. These issues can be resolved by blockchain technology, which uses an open-source encrypted ledger to keep track of every vote. Every voter in the automated blockchain voting system has a unique digital identity that is verified by blockchain technology. The vote they cast is then recorded on the blockchain system using their identification. Utilizing the blockchain ensures that votes are secure and unchangeable as long as they are registered in the blockchain database. Since the blockchain is an open platform that permits the voting method to be carried out with the assistance of other platforms, this also avoids the issue of a central authority.","","979-8-3315-1958-2","10.1109/ICDT63985.2025.10986372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986372","blockchain;centralized system;e-voting;hash values;SFEVoting;transparency","Electronic voting systems;Databases;Process control;Transforms;Blockchains;Fraud;Electronic voting;Disruptive technologies;Computer crime","","2","","19","IEEE","13 May 2025","7-8 March 2025","7-8 March 2025","IEEE","IEEE Conferences"
"DeSAT: Towards Transparent and Decentralized University Counselling Process","D. Thummar; Y. Jahnavi; M. Prathyusha; S. Shahanaz; B. C. Ghosh; S. K. Addya",National Institute of Technology Karnataka; National Institute of Technology Karnataka; National Institute of Technology Karnataka; National Institute of Technology Karnataka; Indian Institute of Technology Kharagpur; National Institute of Technology Karnataka,2022 IEEE International Conference on Blockchain (Blockchain),"19 Sep 2022","2022","","","149","156","The admission process in academic institutions (universities, colleges, etc.) is more digitized than ever. Starting from standardized tests to application processing, to shortlisting on the basis of merit, to even document verification, everything is carried out through online processes now. However, in spite of having huge benefits in terms of convenience, existing admission processes severely lack transparency. The entire process is dependent on certain central authoritative entities such as the testing authorities followed by the institutes themselves. Moreover, critical tasks such as verifying educational and identity-related documents of students is a tedious affair and the effort is duplicated across all institutions. In this work, we attempt to overcome these limitations of the existing workflow of academic institutes' admission process by designing a distributed ledger based framework that involves the academic institutes, testing authorities, document and credential validators, as well as the students. Our framework DeSAT uses verifiable credentials together with a permissioned ledger to remove the duplicate efforts in verification of test scores as well as validation of students' documents. In addition, it makes the entire process transparent and auditable while enforcing fair merit-based seat allotment through smart contracts. Through a prototype implementation using Hyperledger Fabric, Indy, and Aries, we demonstrate the practicality of DeSAT and show that our system offers acceptable performance while scaling with the number of participating institutions.","","978-1-6654-6104-7","10.1109/Blockchain55522.2022.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9881860","Academic Admission;Blockchain;Hyperledger Fabric;Verifiable Credentials","Distributed ledger;Smart contracts;Prototypes;Process control;Blockchains;Stakeholders;Resource management","","1","","31","IEEE","19 Sep 2022","22-25 Aug. 2022","22-25 Aug. 2022","IEEE","IEEE Conferences"
"Decentralized and Thrustless E-Voting Leveraging Blockchain for Democratic Integrity","T. A; Y. D. M. M; D. R; V. V; S. R; V. G","Department of CSE, VelTech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai, India; Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, Andhrapradesh, India; Department of CSE, VelTech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai, India; Department of CSE, VelTech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai, India; Department of CSE, VelTech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai, India; Department of CSE, VelTech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai, India","2025 8th International Conference on Circuit, Power & Computing Technologies (ICCPCT)","9 Oct 2025","2025","","","452","456","In contemporary discourse, electronic voting (evoting) has surfaced as a highly accessible and effective mechanism for augmenting voter engagement within democratic frameworks. Nonetheless, apprehensions regarding the security, privacy, transparency, and the potential for electoral malpractice render it a highly debated subject. Conventional e-voting architectures depend on centralized servers and trust-centric authorities, which are susceptible to cyber threats, hacking incidents, and human fallibility. In response to these apprehensions, the notion of a decentralized and trust less e voting agenda, underpinned by blockchain technology, has attracted considerable scholarly focus. Blockchain, as a form of distributed ledger technology (DLT), provides intrinsic benefits such as transparency, immutability, and decentralization. These characteristics render it particularly advantageous for e-voting mechanisms, ensuring that votes are documented securely and transparently while concurrently safeguarding the confidentiality of individual voters. Within a decentralized e-voting architecture, the blockchain functions as an immutable ledger wherein all votes are cryptographically fortified, thereby thwarting tampering and preserving the integrity of electoral outcomes. Given that no single authority governs the blockchain, the system exhibits resilience against manipulation by any discrete entity, thus justifying the hazards attendant with centralized voting infrastructures. As this technology progresses, it is poised to serve as a pivotal enabler of free, fair, and transparent elections on a global scale.","","979-8-3315-4317-4","10.1109/ICCPCT65132.2025.11176479","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11176479","Decentralized;Trust less;Blockchain;E-voting;Smart Contracts;Democratic Integrity","Sharding;Distributed ledger;Scalability;Smart contracts;User interfaces;Trustless services;Blockchains;Servers;Electronic voting;Resilience","","","","15","IEEE","9 Oct 2025","7-8 Aug. 2025","7-8 Aug. 2025","IEEE","IEEE Conferences"
"Decentralized commit-reveal scheme to defend against front-running attacks on Decentralized EXchanges","N. Choi; H. Kim","Department of Computer Science, Kyonggi University, Suwon, Repulic of Korea; Division of Computer Science and Engineering, Kyonggi University, Suwon, Repulic of Korea",2024 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),"21 Aug 2024","2024","","","640","644","In this paper, we focus on the security issues of decentralized exchanges (DEXs), specifically on front-running attacks. Front-running attacks, which exploit the transparency of blockchain and its transaction processing mechanisms, pose a significant threat by undermining the reliability and efficiency of DEXs and eroding user trust. To solve this problem, this paper proposes a new decentralized commit-reveal scheme that overcomes the limitations of the existing commit-reveal scheme and enhances user experience and the spirit of decentralization. This scheme was developed through Ethereuem’s Uniswap, and guarantees safe transactions through the proposed relay router and deputy reveal mechanism and effectively blocks frontrunning attacks. We demonstrate the security and efficiency of the proposed scheme through scenario-based verification and identify a new solution to front-running attacks in the DEX environment.","2832-8906","979-8-3503-1674-2","10.1109/ICBC59979.2024.10634344","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10634344","Decentralized-EXchange;Decentralized Finance;Ethereum;front-running;DEX","User experience;Stability analysis;Blockchains;Cryptocurrency;Security;Reliability;Surges","","3","","14","IEEE","21 Aug 2024","27-31 May 2024","27-31 May 2024","IEEE","IEEE Conferences"
"Construction of Talent Evaluation System for Industry-Education Integration in Guangdong, Hong Kong, and Macao Greater Bay Area Based on Blockchain","X. Huang","School of Management, Guangzhou Huali College, Guangzhou, China",2023 IEEE 3rd International Conference on Social Sciences and Intelligence Management (SSIM),"22 Mar 2024","2023","","","89","94","According to the rapid development of the Greater Bay Area of Guangdong, Hong Kong, and Macao, a talent evaluation system was developed in this study based on blockchain technology. The system was an accurate, transparent, and secure tool for industry and education. An evaluation system was developed, too for distributed identity verification, decentralized skill authentication, and smart contracts. It was designed based on the result of the analysis of the industrial structure and talent demand of the Greater Bay Area. Several determination criteria were used to improve the accuracy and uniqueness of the evaluation. Blockchain technology was used to ensure the compatibility of the information with the incentive mechanism to enhance transparency. Smart contracts were used for the automation of the evaluation process to optimize the evaluation efficiency. A simulation was carried out with the hash value of the blockchain's distributed ledger, the skill-matching degree parameters, and academic authenticity parameters to ensure the safe transmission and storage of private information. The results showed that the application of the blockchain-based talent evaluation system met the industry's demand for high-quality talent and provided intuitive and comprehensive feedback for educational institutions and the in-depth development of the integration of industry and education. The system, as an advanced blockchain technology, provides theoretical guidance for the integration of industry and education and a solid foundation for the innovative development of talent cultivation.","","979-8-3503-2778-6","10.1109/SSIM59263.2023.10469641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10469641","Guangdong;Hong Kong and Macao;blockchain;teaching and integrating talents;digital assessment;digital archives","Industries;Technological innovation;Distributed ledger;Education;Smart contracts;Social sciences;Solids","","","","15","IEEE","22 Mar 2024","15-17 Dec. 2023","15-17 Dec. 2023","IEEE","IEEE Conferences"
"A Fair and Reliable Data Trading Scheme based on Blockchain","Z. Wu; H. Pan; X. Si; H. Qian; F. Cai","Henan International Joint Laboratory of Blockchain and Data Sharing, Zhengzhou, Henan, China; Henan International Joint Laboratory of Blockchain and Data Sharing, Zhengzhou, Henan, China; Department of Computer Science and Engineer, SHANGHAI Jiao Tong University, Shanghai, China; Henan International Joint Laboratory of Blockchain and Data Sharing, Zhengzhou, Henan, China; Henan International Joint Laboratory of Blockchain and Data Sharing, Zhengzhou, Henan, China",2022 2nd International Conference on Computer Science and Blockchain (CCSB),"21 Mar 2023","2022","","","34","41","To solve the single point of failure and opaque transaction problems in the current centralized data trading model, we propose a blockchain-based data trading scheme. Firstly, we construct a blockchain-based data transaction model to provide users with peer-to-peer trusted transaction services. Then, we design a two-stage one-to-many data pricing method based on smart contracts and the Rubinstein model, which can guarantee the reasonableness of data transaction pricing and achieve a fair price between a single data demander and multiple data owners. Next, we suggest a forensic dispute arbitration method based on on-chain and off-chain data collaboration and a data integrity verification method, which aims to ensure the reliability of de-centralized data transactions and prevent malicious acts such as data owners providing false data, data requesters refusing to pay, and data stored in the cloud being tampered with. Finally, we perform experiments based on consortium blockchain. Experimental results show that the scheme of this paper has better functionality and performance than other schemes of data transactions.","","979-8-3503-3188-2","10.1109/CCSB58128.2022.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071599","data trading;blockchain;data pricing;dispute arbitration;data integrity verification;smart contract","Forensics;Data integrity;Smart contracts;Collaboration;Pricing;Data models;Blockchains","","3","","21","IEEE","21 Mar 2023","28-30 Oct. 2022","28-30 Oct. 2022","IEEE","IEEE Conferences"
"A blockchain-based unified PID with applications in healthcare","J. A. Hernandez; M. Colom","Centre Borelli, ENS Paris-Saclay, France; Centre Borelli, ENS Paris-Saclay, France",2024 6th International Conference on Blockchain Computing and Applications (BCCA),"22 Jan 2025","2024","","","759","765","This work proposes DOIschain, a decentralized blockchain-based architecture to generate and store persistent, immutable, and perennial identifiers for digital objects (IDO) for the final products of computational scientific research. A supra identifier is proposed to guarantee the global reproducibility, traceability, authenticity, and provenance of the results and artifacts of scientific research. Reproducibility and credibility are achieved through the correct, reliable, and FAIR-compliant identification in blockchain and preservation in the Interplanetary File system (IPFS) of the computational artifacts, such as metadata, the publication paper, the software source code, and datasets. A use case in the health sector is presented within the framework of the BraTS (Brain Tumor Segmentation) competition and a simplified proof-of-concept DOIschains implementation where a persistent generic basic PID for medical datasets is described.","","979-8-3503-5153-8","10.1109/BCCA62388.2024.10844401","BP; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10844401","Persistent Identifier;Blockchain;IPFS;medical datasets","Source coding;Prototypes;Medical services;Persistent identifiers;Reproducibility of results;Software;Blockchains;Software reliability;InterPlanetary File System;Object recognition","","","","35","IEEE","22 Jan 2025","26-29 Nov. 2024","26-29 Nov. 2024","IEEE","IEEE Conferences"
"IoT-Enabled Cloud-Based Fair Provable Data Possession Scheme based on Blockchain","H. Byeon; H. Kaur; S. Agal; S. Kumar; M. Manu; R. Maranan","Department of Digital Anti-Aging Healthcare, Inje University, Gimhae, Republic of Korea; Department of Computer Science and Engineering, Gulzar Group of Institutions Khanna, Ludhiana; Department of Computer Engineering, Dr. V. R. Godhania College of Engineering and Technology, Chhaya, Porbandar, Gujarat, India; Tata Consultancy Services, Bhopal; Department of Allied Science, Graphic Era Hill University, Uttarakhand, India; Department of Research and Innovation, Saveetha School of Engineering, SIMATS, Chennai, Tamil Nadu, India",2023 Second International Conference On Smart Technologies For Smart Nation (SmartTechCon),"19 Jan 2024","2023","","","276","282","In traditional Provable Data Possession (PDP) schemes, the assumption of client honesty has posed a significant challenge, undermining the system's fairness. A fair Provable Data Possession scheme is proposed to address this issue, leveraging blockchain technology within an IoT-enabled cloud environment. In conventional PDP schemes, the server is unfairly assumed to be semi-honest, while the client is trusted. In the blockchain-based fair PDP scheme, the generation of verification metadata is shifted from the client to consensus among blockchain nodes, ensuring fairness and trustworthiness. The fair PDP scheme incorporates efficient hash functions and Pedersen commitments, enabling a robust and efficient verification process. A comprehensive analysis covers security, computational overhead, communication overhead, and redundancy. Results demonstrate that the proposed scheme surpasses similar approaches, exhibiting superior computational and communication efficiency while maintaining a reduced redundancy rate. By integrating blockchain technology into the PDP paradigm, the fair PDP scheme achieves fairness and enhances efficiency in data possession verification within the IoT-enabled cloud ecosystem. Furthermore, the mutual trust mechanism established through distributed blockchain properties ensures a reliable and equitable data possession verification process between the client and the cloud server.","","979-8-3503-0541-8","10.1109/SmartTechCon57526.2023.10391469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10391469","Blockchain;Internet of Things;Provable Data Possession (PDP);IoT-enabled cloud;Verification metadata;Redundancy rate;Data possession verification","Hash functions;Ecosystems;Termination of employment;Metadata;Blockchains;Computational efficiency;Servers","","2","","28","IEEE","19 Jan 2024","18-19 Aug. 2023","18-19 Aug. 2023","IEEE","IEEE Conferences"
"Blockchain-Based PoC (Proof of Contribution Framework): Securing Research Deliverables and Intellectual Property with Web3 Technologies","S. Mazumdar; U. Pal; S. Banerjee; T. Bhattacharjee; R. Das","Department of CSE, IIITNR, Raipur, India; Department of CSE, HIT, Haldia, India; Department of ESE, IIITNR, Haldia, India; Department of DSAI, IIITNR, Raipur, India; Dept of Information technology, Parul University, India","2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)","24 Feb 2026","2025","","","781","786","This project applies the latest cutting-edge Web3 technologies to design a Blockchain-Based Proof of Contribution (PoC) Framework aimed at improving efficiency, security, and transparency in managing research outputs and safeguarding intellectual property in collaborative settings. This framework uses the features of smart contracts on Ethereum and blockchain technology to guarantee transparency and accountability by automating the process involved in awarding the funds raised, verification of donations, and resolving disputes. After hashing a contribution cryptographically, every one of them stays on the blockchain, generating an irreversible record of its veracity. The application of IPFS in this makes decentralized and safe offchain storage possible, scalable, and intact. It has an automated dispute resolution process, which guarantees that the outcomes will be fair and not sent out for arbitration from outside. The framework deals with issues of trust, data security, and intellectual property in order to provide a safe and effective setting in which researchers can focus on creativity, knowing their work is safely documented, appropriately acknowledged, and protected from misuse.","","979-8-3315-9897-6","10.1109/ICOIICS67115.2025.11390219","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11390219","Blockchain;Proof of Contribution;Smart Contracts;Ethereum;IPFS;Research Management;Intellectual Property Protection;Decentralized Storage;Web3 Technologies;Transparency;Data Security;Collaborative Research","Smart contracts;Collaboration;Intellectual property;Control systems;Blockchains;Protection;Creativity","","","","17","IEEE","24 Feb 2026","19-21 Nov. 2025","19-21 Nov. 2025","IEEE","IEEE Conferences"
"Blockchain-Driven Optimistic Fair Exchange Based on PVSS and zkSNARKs","Z. Ou; T. Liu; Y. Men; L. Zhang; H. Kan","Hainan University, Haikou, China; Hainan University, Haikou, China; Hainan University, Haikou, China; Hainan University, Haikou, China; Fudan University, Shanghai, China",2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),"23 Jun 2025","2025","","","404","410","Achieving a fair exchange between two mutually distrusting parties presents significant obstacles. The involvement of trusted third parties is often essential to ensure fairness in such exchanges. In this paper, we propose a blockchain-driven optimistic fair exchange protocol based on publicly verifiable secret sharing (PVSS) and zero-knowledge succinct non-interactive arguments of knowledge (zkSNARKs). In our solution, arbiters, i.e., PVSS shareholders, serve as decentralized trusted third parties, registering on smart contracts with both autonomy and accountability. We assume a majority of arbiters are honest, ensuring that adversaries cannot successfully collude and that the fairness of the exchange protocol is upheld. In cases where both exchange parties are honest, the involvement of arbiters is unnecessary, making the fair exchange protocol optimistic. Additionally, we leverage zkSNARKs to generate non-interactive zero-knowledge (NIZK) proofs that ensure the correctness of the exchanged data. As a result, the exchange protocol is publicly verifiable without revealing any information about the exchanged data. In abnormal cases where arbiters are involved, a threshold number of them can fairly resolve the dispute between the seller and the buyer, and earn digital assets as a reward. In addition to fairness, optimism, and public verifiability, the proposed protocol also ensures completeness, termination, and privacy. Finally, we conduct experiments to illustrate the correctness and feasibility of the optimistic fair exchange protocol.","2768-1904","979-8-3315-1305-4","10.1109/CSCWD64889.2025.11033583","National Natural Science Foundation of China(grant numbers:62272107); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11033583","Optimistic fair exchange;Blockchain;PVSS;NIZK;zkSNARKs","Data privacy;Privacy;Protocols;Costs;Federated learning;Smart contracts;Microcomputers;Encryption;Blockchains","","","","27","IEEE","23 Jun 2025","5-7 May 2025","5-7 May 2025","IEEE","IEEE Conferences"
